date,COMEX_Palladium_Open,COMEX_Palladium_High,COMEX_Palladium_Low,COMEX_Palladium_Close,COMEX_Palladium_Volumn,COMEX_Palladium_Open_Interest
2014-04-01,0.05266867862331485,0.05061162141731176,0.06320468443000979,0.05811803994629275,-0.08416693557061415,0.3028660319894603
2014-04-02,0.05547910274186361,0.05438617747804787,0.05598567998108851,0.06654658102807562,0.027486842749830834,0.2990279619903741
2014-04-03,0.06620981301268622,0.06862654807082466,0.07352953963021139,0.07657170253958726,-0.046858564928910176,0.29637786603862415
2014-04-04,0.07600371524399265,0.07120010902132651,0.08251132423526454,0.07796125385864888,-0.08396343536711395,0.30365801468768444
2014-04-07,0.08136907037940413,0.07180060657644365,0.08309891762064191,0.0812035402697924,-0.09135727609428801,0.3061253454013827
2014-04-08,0.08273170025506409,0.06991332854607558,0.046332360078461136,0.042506641414714844,0.2978029463992678,0.3110600068287792
2014-04-09,0.0435560913298384,0.048810128751960544,0.05506231894692423,0.05625126898230153,-0.03430938571306429,0.29634740516561553
2014-04-10,0.05837469122764123,0.05695973842854971,0.0677375476886349,0.06773963014040067,-0.1491513338883458,0.29844920540321035
2014-04-11,0.06876474402954877,0.07463152362199564,0.07764269332785251,0.08385793958441079,0.03420234946533755,0.30195220579920173
2014-04-14,0.08409433013072404,0.10551425502801777,0.0864565941085123,0.10816645020834964,0.1761098247061461,0.2977790661970207
2014-04-15,0.11381669429355838,0.1132349378795233,0.12330709356288994,0.11627756464848134,0.07795489321788131,0.31855338158889984
2014-04-16,0.1140721873952446,0.1011392014121647,0.08872302573782485,0.09044616192233805,0.14348195874494682,0.31032894587657234
2014-04-17,0.08997067146950796,0.09101652834019064,0.09485078532818828,0.10040812201025576,-0.026508544578889827,0.3362206879338997
2014-04-18,0.10172335414707563,0.09847985509664602,0.09988730005999387,0.10872086714878383,0.09342090868389677,0.33926677523476173
2014-04-22,0.09014100020396551,0.08749932837450486,0.05581779615669496,0.05955320784906027,0.06954355147320622,0.3299762089671325
2014-04-23,0.06510267623871249,0.06639612858038982,0.07613173890831088,0.06898531377238677,0.03393101586067061,0.3016780579421241
2014-04-24,0.07413009916496026,0.0627931432496872,0.08284709188405166,0.07312373662084422,-0.10539879013580206,0.30798345865490856
2014-04-25,0.07600371524399265,0.09436215757584311,0.07445290066437568,0.10056602556924002,0.19924101450400258,0.27682198556708987
2014-04-28,0.09976457370081439,0.10551425502801777,0.11138734203095,0.11578792865532353,0.031896013825668576,0.2802031424710467
2014-04-29,0.11569031037259096,0.10740153305838583,0.10215373168930642,0.09788868300246321,-0.03634438774806633,0.2720700893777451
2014-04-30,0.09959424496635684,0.10079605995209771,0.10341286037225782,0.11082975690321734,-0.04305989446357304,0.2885494216754087
2014-05-01,0.10998429776826457,0.1059431818531014,0.1088690846650472,0.11792138118560039,0.04159619019251161,0.27280115032995195
2014-05-02,0.11509415980198966,0.11718106467029271,0.12213190679213522,0.12069697485574662,-0.026644211381223297,0.28861034342142594
2014-05-05,0.1254842126038974,0.11700949394025942,0.12498593180682513,0.11786874666593895,0.09701607894573369,0.2895241696116846
2014-05-06,0.11909688506174101,0.11580849883002514,0.12742024726053106,0.12456034859889509,-0.10316028789729981,0.295829570324469
2014-05-07,0.12914628039473366,0.12181347438119611,0.13195311051915615,0.12784825159374472,-0.08464176937878129,0.2855337952475553
2014-05-08,0.12769848615184484,0.1157227134650085,0.10366468610884806,0.0915935944509572,0.3008554494517709,0.24928535636729698
2014-05-09,0.09499536913600438,0.09607786487617767,0.10635082729914441,0.10395946752402747,0.044241692838014254,0.21998199653300415
2014-05-12,0.10802551732200333,0.09479108440092675,0.1080296655430796,0.09637982677216962,-0.06368124841826034,0.20383773383843531
2014-05-13,0.10019039553695815,0.10019556239698059,0.10467198905520922,0.11138417384365192,-0.03159604966639491,0.22674431034091788
2014-05-14,0.10708870928248694,0.11606585492507529,0.11482896043101708,0.12550075201684516,0.05889370749002891,0.20341128161631464
2014-05-15,0.12701717121401487,0.13416656694360504,0.13656991568997795,0.1451755354662849,0.18323233182865326,0.18345940979566824
2014-05-16,0.14609398947325528,0.13202193281818683,0.12817572447030195,0.11757048438785828,0.2450963936927151,0.1340214129026773
2014-05-19,0.11909688506174101,0.11503643054487452,0.11978153325062599,0.12203389165514683,0.004966153562474981,0.11026193195595337
2014-05-20,0.12531388386943984,0.1269605962821998,0.1368217414265682,0.12402347649834854,-0.26250094723795914,-0.525608792098998
2014-05-21,0.1263358562761849,0.13639698643403989,0.1379969281973229,0.14121741958774592,-0.15844450984818842,-0.48881205750458456
2014-05-22,0.14532751016819645,0.14411766928554542,0.1550371363732651,0.14924242935212353,-0.06062874536575728,-0.40620216990520597
2014-05-23,0.14839342738843142,0.15269620578721824,0.1583108709489388,0.15933422125520744,0.10834425694057837,-0.26340159724079343
2014-05-26,0.15844282272142426,0.15123785458193384,0.1575553937391679,0.15097936850095045,0.1672236491533039,-0.15176249766419955
2014-06-03,0.16023127443322796,0.14806379607631484,0.16275979229536705,0.15177941319980373,-0.11842280315981507,0.33658621841000314
2014-06-04,0.1538439468910716,0.1501226448367164,0.16401892097831844,0.15842890751703095,-0.12086480560181752,0.35224310713643403
2014-06-05,0.16270104108286182,0.14926479118654912,0.166285352607631,0.15941843648666565,-0.11530246670614529,0.3466383065028479
2014-06-06,0.161934561777803,0.15252463505718475,0.16653717834422124,0.16340717608573527,-0.12479914286948812,0.34438420190020996
2014-06-09,0.16610761577201189,0.1636767325093594,0.1730007055833718,0.17187176383855804,0.10040774900407043,0.331621096109598
2014-06-10,0.17479438122934438,0.1636767325093594,0.178876639437145,0.16710658532521006,-0.16929785403486594,0.3251329301587619
2014-06-11,0.17198395711079562,0.1797185957674876,0.18030365194448975,0.18860549228168538,0.10427425287057429,0.34837457626433926
2014-06-12,0.19140143283895092,0.19490260537544854,0.19860298880338353,0.19818902366926908,-0.01735103542138067,0.35842666435718396
2014-06-13,0.20153599253917243,0.19250061515498018,0.14244584954375114,0.12976063914144356,0.7374990527620409,0.30542474532218444
2014-06-16,0.14123962054121642,0.13768376690929082,0.12204796487993853,0.11829684075918585,0.28023409549708356,0.2842848994542019
2014-06-17,0.12488806203329608,0.12438703533169795,0.12532169945561206,0.1127491623868719,-0.03892205699240224,0.2909253697700811
2014-06-18,0.11594580347427717,0.11675213784520908,0.12481804798243157,0.12460596518260099,-0.04821523295224487,0.29546403984836556
2014-06-19,0.12795397925353105,0.14325981563537815,0.14034730173883214,0.13476091850927865,0.0175831661794876,0.2896764739767277
2014-06-20,0.14396488029253648,0.1509804984868837,0.15251887900736233,0.1619519113663696,0.023688172284493703,0.30904958921021025
2014-06-23,0.16380817785683555,0.1501226448367164,0.14320132675352204,0.13445185940665083,-0.025287543357888607,0.30292695373547757
2014-06-24,0.1353632792024325,0.12438703533169795,0.12901514359226957,0.1352170843463438,0.0019136505099719282,0.2952203528642966
2014-06-25,0.1358742654058051,0.1435171717304283,0.14404074587548965,0.1481206392818025,-0.04523056330090855,0.30353617119564996
2014-06-26,0.14796760555228766,0.1436887424604618,0.14882543487070482,0.15325668871830245,-0.07093942234310092,0.3096892675433913
2014-06-27,0.15375878252384292,0.1499510741066829,0.1575553937391679,0.1571551521412245,-0.09061110868145393,0.30499829310006377
2014-06-30,0.16031643880045662,0.1595590349885565,0.17065033204186236,0.16889265002572162,-0.07806192946560805,0.31779185976368435
2014-07-01,0.17155813527465186,0.16642186418989474,0.17946423282252214,0.16962251536502582,-0.10634845775213633,0.30825760651198614
2014-07-02,0.17377240882259953,0.17980438113250427,0.18433286372993438,0.18868646846578005,-0.017758035828381077,0.31989366000127917
2014-07-03,0.19097561100280716,0.19190011759986306,0.19566502187649695,0.19349115354166985,0.06649104842070318,0.3289405392848394
2014-07-04,0.1962558017709898,0.19979237118140208,0.1938182998081682,0.2008347855242491,0.06642321501953644,0.3574519164209081
2014-07-08,0.19906622588953857,0.20348114187712135,0.21488771976955484,0.2128144021991891,-0.01796153603188128,0.359949708007615
2014-07-09,0.21729140047649145,0.2144616685992625,0.22227460804286966,0.21944284270855147,-0.05167473641174833,0.35135974181918406
2014-07-10,0.22240126251021655,0.2144616685992625,0.22974543822838137,0.2195643069846928,-0.12025430499131691,0.34971485467671853
2014-07-11,0.2228270843463603,0.217464156374848,0.21228552049145535,0.22008903265762572,-0.005276690013701929,0.35276094197758057
2014-07-14,0.22214576940853034,0.21411852713919552,0.2205118278867378,0.22370704856296758,-0.10770512577547102,0.35431444650102023
2014-07-15,0.2248710291598504,0.21240281983886095,0.22412133011119842,0.21826032050015873,0.00042131568430376926,0.3536747681678392
2014-07-16,0.22146445447070037,0.2144616685992625,0.21698626757447384,0.21231963771437165,0.0022528175158056008,0.36333086491157185
2014-07-17,0.21414031888902763,0.21652051735966407,0.22386950437460817,0.22620111503307797,-0.062188913592592175,0.37953604935215796
2014-07-18,0.22682980960611168,0.23848157080394639,0.23679655885290926,0.24015978964728713,0.11777309970275446,0.3965027556179595
2014-07-21,0.24045610836271192,0.23427808791812663,0.22907390293080732,0.23440157319632748,-0.011449529519874768,0.40012759950598537
2014-07-22,0.23798634171307803,0.23247659525277542,0.23906299048222163,0.22688185482069964,-0.11333529807230999,0.39132440720649403
2014-07-23,0.2279369463800854,0.217121014914781,0.22303008525264056,0.22304655282136923,-0.04692639833007691,0.3851713108587527
2014-07-24,0.2219754406740728,0.2194372197702327,0.23150821838451324,0.22167454634219566,-0.156002507406186,0.38614605879502856
2014-07-25,0.22129412573624282,0.2135180295840786,0.22521257496975625,0.21620055629740775,-0.03919339059706918,0.3894662939529682
2014-07-28,0.21967600275889645,0.22286863437090182,0.22982938014057805,0.23100875205895224,-0.04909706716741242,0.38949675482597684
2014-07-29,0.23653854747018924,0.2383100000739129,0.24191701549691152,0.23306114742895087,-0.01674053481088006,0.40999692236077834
2014-07-30,0.2360275612668168,0.23299130744287572,0.2425046088822889,0.22883985895210457,0.0013031498994713177,0.40009713863297675
2014-07-31,0.23304680841381048,0.2269005465266881,0.2408257706383537,0.23194178664414958,-0.11326746467114325,0.38995366792110614
2014-08-01,0.2372198624080194,0.22724368798675507,0.22898996101861044,0.22116734097091342,0.0072724892021439535,0.3895881374450027
2014-08-04,0.22401938548756292,0.2144616685992625,0.21480377785735816,0.20536837215108714,0.06506654699620175,0.3682046045929511
2014-08-05,0.20843430628470122,0.20545420527250605,0.20112124616928634,0.18974293774760048,0.0718498871128752,0.3531569333266926
2014-08-06,0.19463767879364363,0.1870103517939095,0.17434377617851987,0.17812825374231192,0.32249430442395915,0.32424956484151185
2014-08-07,0.1816075306076445,0.17156898609089843,0.17912846517373524,0.17950026022148743,0.03271001463966939,0.31559867690706367
2014-08-08,0.18467344782787967,0.18838291763417708,0.19029273949590425,0.19085177162846695,0.19544234403866545,0.3010993013549603
2014-08-11,0.19463767879364363,0.19455946391538154,0.20305191014981178,0.1986732612501542,0.022195837458825543,0.2859907083426846
2014-08-12,0.20647552583843998,0.21540530761444643,0.20808842488161736,0.22274478157531213,0.12720194246493055,0.232592797958573
2014-08-13,0.22725563144225544,0.22827311236695566,0.2337746500138258,0.22843632763469912,0.10963309156274631,0.20557400359992667
2014-08-14,0.2318545072726079,0.2263858343365878,0.23730021032608975,0.23420480106897784,0.05706220565852708,0.1786465918603062
2014-08-15,0.23619789000127434,0.23376337572802633,0.241749131672518,0.24130722217590608,-0.01843636984004842,0.1677415993232201
2014-08-18,0.2407967658316268,0.24877581460595377,0.23461406913579338,0.2560869952968334,0.4892966378929593,0.11915650687447053
2014-08-19,0.2598735840908672,0.26035683888321204,0.2656725766485945,0.2568684154733448,0.05285653478618954,0.07337381474251402
2014-08-20,0.2585961185824359,0.2522072292066229,0.24149730593592775,0.2343313938367784,-0.09590211397245922,-0.41223342276091285
2014-08-21,0.23977479342488195,0.22792997090688888,0.222862201428247,0.21347759714692294,-0.0345128859165645,-0.33857903182606863
2014-08-22,0.21431064762348517,0.22329756119598546,0.22177095656968918,0.23287517212614622,-0.051335569405914654,-0.25344089176697454
2014-08-25,0.23577206816513058,0.23848157080394639,0.2467017044921269,0.2463110105117178,0.11024359217324692,-0.10826437100788958
2014-08-26,0.24956869565618836,0.2419129854046155,0.24938784568242323,0.25071125635541297,0.14748412941378417,0.05433576911212626
2014-08-27,0.25365658528316837,0.24208455613464902,0.2540885927654417,0.24891817371894784,0.39399070925369734,0.23725331152889192
2014-08-28,0.2488022163511295,0.2468885365755857,0.2545922442386222,0.2563992934468251,0.2623939109902324,0.3409421232502359
2014-08-29,0.2601290771925534,0.2582122047577939,0.26844265975108755,0.262094348474191,0.12991527851159992,0.4037524433940112
2014-09-01,0.2649834461245923,0.2736535704608049,0.2720521619755484,0.2812533136309487,0.05407753600719076,0.43253796838715747
2014-09-03,0.2850822367905776,0.2779428387116413,0.2482966008238652,0.2370017184676018,0.35329066855365665,0.4215415932310455
2014-09-04,0.23917864285428064,0.23556486839337756,0.22898996101861044,0.22500104798479756,0.13717345243644052,0.4127079400585456
2014-09-05,0.2270001383405692,0.24139827321451524,0.23419435957480958,0.250149821479025,0.0659483812113693,0.4036610607749853
2014-09-08,0.2516978048369071,0.24371447806996674,0.2516542773117356,0.2510165365694492,-0.10316028789729981,0.400797738712175
2014-09-09,0.2516126404696783,0.2504057365412717,0.24930390377022638,0.24212832068262438,-0.10499178972880165,0.3963504512529164
2014-09-10,0.2464176140687245,0.23522172693331075,0.20473074839374697,0.19901714011194271,0.2118580271210152,0.4134694618837611
2014-09-11,0.20579421090061,0.19558888829558232,0.18911755272514952,0.17954587680519352,0.18608133467765609,0.3865420501441406
2014-09-12,0.19106077537003605,0.17731660554701925,0.16275979229536705,0.15314089277504728,0.23512488372120513,0.3549236639611926
2014-09-15,0.15750601468190786,0.15132363994695067,0.14832178339752433,0.15748148616312535,0.2075166894463442,0.3408202797582014
2014-09-16,0.16244554798117541,0.1709684885357813,0.1688036099735338,0.15901139620128338,0.04580186106484915,0.32693012166627045
2014-09-17,0.1592093020264829,0.1647061568895602,0.1671247717295986,0.17149630426497275,-0.0012066859436978587,0.33850525340954624
2014-09-18,0.1684922180544169,0.1641914446994599,0.16729265555399198,0.16235895165174957,-0.13436365243399767,0.19530868939602158
2014-09-19,0.15639887790793414,0.14257353271524437,0.14529987455844104,0.15002492921109106,0.008968324231312316,0.1932068891584268
2014-09-22,0.15043737220192152,0.14197303516012721,0.12313920973849637,0.11834596631086876,0.16186481046113188,0.20249745542605602
2014-09-23,0.12139632297691735,0.11254865495938951,0.11189099350413048,0.10225033019840553,0.027961676557997975,0.1859267405093665
2014-09-24,0.10129753231093187,0.11666635248019243,0.11415742513344304,0.12341993400622973,0.0370513523143404,0.17081814749709076
2014-09-25,0.12165181607860356,0.12773266456735044,0.1342195421484687,0.13062384526389095,0.056112538042192794,0.1862313492394527
2014-09-26,0.12727266431570108,0.11306336714948981,0.10383256993324162,0.10153099176303365,0.17570282429914572,0.17392515654397006
2014-09-29,0.10444861389839571,0.10122498677718136,0.07445290066437568,0.06946604238529527,0.13493495019793827,0.17901212233640967
2014-09-30,0.06331422452690878,0.07291581632166107,0.07529231978634328,0.0790965399596527,0.02138183664482473,0.16271555527679774
2014-10-01,0.08179489221554789,0.07291581632166107,0.05657327336646587,0.055114363357614694,0.10976875836507978,0.15631877194498744
2014-10-02,0.05513844527294852,0.05910437255396792,0.050781281424889364,0.0707257618891926,0.050414532344187094,0.16439090329227185
2014-10-03,0.06442136130088251,0.0624500017896202,0.05766451822502371,0.04419094604388035,-0.028611380015058595,0.1522065540888237
