date,Lead_Open,Lead_High,Lead_Low,Lead_Close,Lead_Volumn
2004-03-17,-0.3117132862790296,-0.3146011635169282,-0.3145118357123311,-0.3159391654184642,-0.2156381719043363
2004-03-18,-0.32146784889702834,-0.32175368322522974,-0.3132527862946415,-0.3150080667220023,-0.21507079601781146
2004-03-19,-0.3176918891739321,-0.31957682940096405,-0.3097904003959949,-0.3119044044004629,-0.21665944850008098
2004-03-22,-0.31454525607135186,-0.3192658502832118,-0.3145118357123311,-0.3179565459274648,-0.2141346258050455
2004-03-23,-0.3265024618611567,-0.33108305675779703,-0.32899090401576203,-0.32773308224031394,-0.19634739176249233
2004-03-24,-0.330278421584253,-0.3292171820512836,-0.32175136986404657,-0.32462941991877453,-0.21629065417383983
2004-03-25,-0.3309077482047691,-0.33543676440632847,-0.32804661695249476,-0.33192302637439214,-0.21458852651426535
2004-03-26,-0.3381450043407036,-0.3379245973483464,-0.33213852755998613,-0.32990564586539156,-0.20814881020220863
2004-03-29,-0.33499837123812337,-0.33668068087733743,-0.32647280518038274,-0.3286641809367758,-0.21753888112419445
2004-03-30,-0.3321664014458012,-0.332326973228806,-0.32663018635759394,-0.3306815614457764,-0.21719845559227954
2004-03-31,-0.3340543813073493,-0.3363697017595852,-0.32804661695249476,-0.3283538147046218,-0.21535448396107387
2004-04-01,-0.3287051050329629,-0.3313940358755493,-0.3230104192817362,-0.3249397861509285,-0.20968072509582564
2004-04-02,-0.32681712517141476,-0.3313940358755493,-0.3283613793069172,-0.3283538147046218,-0.21586512225894622
2004-04-05,-0.3321664014458012,-0.33668068087733743,-0.334341864040943,-0.33766480166924007,-0.2129715052376696
2004-04-06,-0.342864953994574,-0.343833200585639,-0.33591567581305504,-0.33673370297277827,-0.21382256906745686
2004-04-07,-0.342864953994574,-0.3466320126454092,-0.33591567581305504,-0.3395269990621637,-0.21277292367738593
2004-04-08,-0.34475293385612216,-0.3488088664696749,-0.3488209323443739,-0.35225201458047534,-0.21560980311001005
2004-04-13,-0.3598567727485073,-0.3618699894152691,-0.3623557135845376,-0.36249410024155543,-0.19708498041497458
2004-04-14,-0.36583537564340973,-0.3646688014750393,-0.35826380297704624,-0.3562867755984766,-0.21342540594688947
2004-04-15,-0.35922744612799123,-0.3634248850040303,-0.35448665472397733,-0.35752824052709237,-0.21524100878376892
2004-04-16,-0.3639473957818616,-0.36218096853302134,-0.35543094178724455,-0.35380384574124507,-0.2177090938901519
2004-04-19,-0.356080813025411,-0.3581382400022422,-0.3485061699899515,-0.35225201458047534,-0.21711334920930084
2004-04-20,-0.35702480295618505,-0.3603150938265079,-0.35165379353417564,-0.35442457820555295,-0.21314171800362708
2004-04-21,-0.36331806916134557,-0.3674676135348095,-0.37809383130565816,-0.3683910586524803,-0.20973746268447813
2004-04-22,-0.37496061164089245,-0.3690225091235707,-0.3664476241920289,-0.36280446647370934,-0.21319845559227954
2004-04-23,-0.3680380188152159,-0.3690225091235707,-0.3595228523947359,-0.36280446647370934,-0.21359561871284694
2004-04-26,-0.3680380188152159,-0.36684565529930496,-0.3595228523947359,-0.359390437920016,-0.21904242722348521
2004-04-27,-0.3648913857126357,-0.36218096853302134,-0.35794904062262384,-0.35520049378593777,-0.21745377474121572
2004-04-28,-0.3617447526100554,-0.36591271794604824,-0.36267047593896,-0.3643562976344791,-0.21285803006036466
2004-04-29,-0.36835268212547395,-0.368089571770314,-0.3598376147491583,-0.3606319028486318,-0.2184750513369604
2004-04-30,-0.3648913857126357,-0.3649797805927915,-0.35763427826820143,-0.3565971418306305,-0.21742540594688947
2004-05-04,-0.3614300892997974,-0.36311390588627807,-0.35417189236955493,-0.3562867755984766,-0.21790767545043557
2004-05-05,-0.36205941592031343,-0.3618699894152691,-0.35354236766071007,-0.35473494443770687,-0.21699987403199586
2004-05-06,-0.3582834561972172,-0.3547174697069675,-0.34976521940764116,-0.34852761979462804,-0.2080637038192299
2004-05-07,-0.35545148640489493,-0.3590711773554989,-0.35385713001513247,-0.3569075080627845,-0.21631902296816607
2004-05-10,-0.3626887425408295,-0.36684565529930496,-0.3595228523947359,-0.36218373400940146,-0.21578001587596748
2004-05-11,-0.36583537564340973,-0.3662236970638005,-0.35794904062262384,-0.3606319028486318,-0.218191363393698
2004-05-12,-0.3655207123331517,-0.3649797805927915,-0.3570047535593566,-0.3565971418306305,-0.21810625701071926
2004-05-13,-0.3598567727485073,-0.3628029267685258,-0.35574570414166695,-0.35814897299140025,-0.218191363393698
2004-05-14,-0.36300340585108753,-0.3646688014750393,-0.35448665472397733,-0.3556660431341687,-0.21833320736532918
2004-05-17,-0.3617447526100554,-0.3596931355910034,-0.35574570414166695,-0.35752824052709237,-0.21739703715256323
2004-05-18,-0.3642620590921196,-0.36311390588627807,-0.35574570414166695,-0.354114211973399,-0.21651760452844976
2004-05-19,-0.3576541295767011,-0.35440649058921525,-0.34913569469879635,-0.3475965210981662,-0.21058852651426538
2004-05-20,-0.3535635065433468,-0.34974180382293163,-0.34693235821783946,-0.34169956268724133,-0.20953888112419444
2004-05-21,-0.3444382705458641,-0.3388575347016031,-0.3362304381674775,-0.33394040688339277,-0.20556724991852068
2004-05-24,-0.3365716877894135,-0.33108305675779703,-0.32962042872460684,-0.32338795499015877,-0.20587930665610935
2004-05-25,-0.3287051050329629,-0.33263795234655824,-0.3230104192817362,-0.32431905368662056,-0.2155246967270313
2004-05-26,-0.3309077482047691,-0.32735130734477014,-0.3230104192817362,-0.31966356020431147,-0.20485803006036465
2004-05-27,-0.3217825122072864,-0.3248634744027522,-0.31891850867424487,-0.3230775887580048,-0.21427646977667672
2004-05-28,-0.32618779855089874,-0.32983914028678807,-0.32080708280077935,-0.3249397861509285,-0.21325519318093203
2004-06-01,-0.329963758273995,-0.3329489314643105,-0.32395470634500345,-0.3252501523830824,-0.20871618608873346
2004-06-02,-0.32776111510218886,-0.3285952238157791,-0.3311942404967189,-0.3333196744190849,-0.21597859743625117
2004-06-03,-0.33877433096121967,-0.33512578528857623,-0.3308794781422965,-0.3292849134010837,-0.21319845559227954
2004-06-04,-0.3337397179970913,-0.3369916599950897,-0.32962042872460684,-0.3280434484724679,-0.21838994495398167
2004-06-07,-0.3309077482047691,-0.32672934910926565,-0.32332518163615864,-0.3187324615078496,-0.21748214353554196
2004-06-08,-0.3217825122072864,-0.3248634744027522,-0.3226956569273138,-0.3249397861509285,-0.2049431364433434
2004-06-09,-0.329649094963737,-0.3332599105820628,-0.3311942404967189,-0.3320782094904691,-0.21092895204618026
2004-06-10,-0.34223562737405794,-0.3466320126454092,-0.34693235821783946,-0.34200992891939525,-0.18945377474121572
2004-06-11,-0.34978754682025054,-0.354095511471463,-0.34378473467361537,-0.3469757886338583,-0.21294313644334337
2004-06-14,-0.35293417992283077,-0.3494308247051794,-0.3447290217368826,-0.34107883022293345,-0.21609207261355615
2004-06-15,-0.34664091371767025,-0.3394794929371076,-0.3384337746484343,-0.3333196744190849,-0.2128863988546909
2004-06-16,-0.3381450043407036,-0.3401014511726121,-0.33213852755998613,-0.332698941954777,-0.2154963279327051
2004-06-17,-0.33342505468683326,-0.3332599105820628,-0.32678756753480515,-0.32680198354385215,-0.21331193076958452
2004-06-18,-0.3312224115150271,-0.3285952238157791,-0.3226956569273138,-0.32431905368662056,-0.21195022864192495
2004-06-21,-0.3274464517919308,-0.32983914028678807,-0.32395470634500345,-0.32742271600816003,-0.21546795913837885
2004-06-22,-0.33185173813554314,-0.3363697017595852,-0.3374894875851671,-0.34045809775862557,-0.20996441303908805
2004-06-23,-0.3469555770279283,-0.34352222146788675,-0.3390632993572792,-0.33456113934770065,-0.21532611516674763
2004-06-24,-0.3375156777201876,-0.3329489314643105,-0.32962042872460684,-0.3252501523830824,-0.20911334920930083
2004-06-25,-0.3312224115150271,-0.333570889699815,-0.32710232988922755,-0.32618125107954427,-0.21470200169157033
2004-06-28,-0.330278421584253,-0.33388186881756726,-0.32521375576269307,-0.3258708848473903,-0.21728356197525828
2004-06-29,-0.33279572806631724,-0.3373026391128419,-0.33528615110421023,-0.3392166328300098,-0.20831902296816607
2004-06-30,-0.34380894392534805,-0.3317050149933015,-0.33591567581305504,-0.3236983212223127,-0.2082622853795136
2004-07-01,-0.3271317884816728,-0.3285952238157791,-0.32175136986404657,-0.3258708848473903,-0.21265944850008098
2004-07-02,-0.33185173813554314,-0.3285952238157791,-0.32332518163615864,-0.32059465890077327,-0.2145317889256129
2004-07-05,-0.32083852227651233,-0.32019878763646853,-0.3123084992313742,-0.3125251368647708,-0.20809207261355614
2004-07-06,-0.3151745826918679,-0.3183329129299551,-0.3151413604211759,-0.3193531939721575,-0.21146795913837885
2004-07-07,-0.32083852227651233,-0.3186438920477073,-0.3123084992313742,-0.3119044044004629,-0.21118427119511643
2004-07-08,-0.317062562553416,-0.32175368322522974,-0.3164004098388656,-0.3150080667220023,-0.21155306552135755
2004-07-09,-0.31863587910470614,-0.3198878085187163,-0.3116789745225294,-0.3150080667220023,-0.2140495194220668
2004-07-12,-0.3189505424149642,-0.32206466234298203,-0.31545612277559837,-0.3190428277400036,-0.21705661162064835
2004-07-13,-0.32083852227651233,-0.3248634744027522,-0.3198627957375121,-0.3199739264364654,-0.2124892357341235
2004-07-14,-0.3249291453098666,-0.3276622864625224,-0.3170299345477104,-0.3187324615078496,-0.2171700867979533
2004-07-15,-0.32115318558677036,-0.31895487116545956,-0.3126232615857966,-0.3122147706326169,-0.2175672499185207
2004-07-16,-0.31454525607135186,-0.3183329129299551,-0.3110494498136846,-0.3109733057040011,-0.21583675346461997
2004-07-19,-0.31454525607135186,-0.3183329129299551,-0.31010516275041733,-0.3140769680255405,-0.21790767545043557
2004-07-20,-0.3189505424149642,-0.3226866205784865,-0.3141970733579087,-0.31718063034707994,-0.21546795913837885
2004-07-21,-0.3217825122072864,-0.3192658502832118,-0.3148265980667535,-0.3153184329541563,-0.2114963279327051
2004-07-22,-0.3180065524841901,-0.31895487116545956,-0.31010516275041733,-0.311283671936155,-0.21694313644334337
2004-07-23,-0.32020919565599626,-0.320820745871973,-0.3179742216109776,-0.3125251368647708,-0.19898568963483274
2004-07-26,-0.3189505424149642,-0.3192658502832118,-0.3104199251048398,-0.311594038168309,-0.21407788821639304
2004-07-27,-0.316747899243158,-0.31366822616367146,-0.3082165886238829,-0.3056970797573841,-0.20709916481213772
2004-07-28,-0.30825198986619134,-0.3052717899843609,-0.29971800505447777,-0.301041586275075,-0.19549632793270508
2004-07-29,-0.3019587236610309,-0.3068266855731221,-0.3091608756871501,-0.30755927715030773,-0.204545973322776
2004-07-30,-0.3129719395200617,-0.3108694141039013,-0.3063280144973484,-0.31066293947184714,-0.2146168953085916
2004-08-02,-0.31580390931238395,-0.3198878085187163,-0.3123084992313742,-0.3150080667220023,-0.21115590240079019
2004-08-03,-0.32115318558677036,-0.32019878763646853,-0.3126232615857966,-0.311283671936155,-0.21535448396107387
2004-08-04,-0.31454525607135186,-0.3139792052814237,-0.30695753920619323,-0.30538671352523017,-0.21183675346461997
2004-08-05,-0.30762266324567533,-0.30931451851514,-0.3085313509783053,-0.3125251368647708,-0.214191363393698
2004-08-06,-0.316118572622642,-0.32019878763646853,-0.3170299345477104,-0.31655989788277206,-0.20800696623057743
2004-08-09,-0.32241183882780244,-0.3254854326382567,-0.32080708280077935,-0.32059465890077327,-0.20851760452844975
2004-08-10,-0.3258731352406407,-0.32517445352050445,-0.3173446969021328,-0.31687026411492597,-0.21277292367738593
2004-08-11,-0.3217825122072864,-0.3192658502832118,-0.3132527862946415,-0.3109733057040011,-0.21682966126603842
2004-08-12,-0.316118572622642,-0.3146011635169282,-0.30758706391503804,-0.3081800096146156,-0.21146795913837885
2004-08-13,-0.3139159294508358,-0.3177109546944506,-0.31010516275041733,-0.31345623556123264,-0.21424810098235048
2004-08-16,-0.316118572622642,-0.3167780173411939,-0.3097904003959949,-0.31345623556123264,-0.21325519318093203
2004-08-17,-0.317062562553416,-0.3214427041074775,-0.3173446969021328,-0.32090502513292724,-0.2160069662305774
2004-08-18,-0.32618779855089874,-0.3301501194045403,-0.32426946869942586,-0.32121539136508115,-0.1936523563014994
2004-08-19,-0.3271317884816728,-0.3239305370494955,-0.31860374631982247,-0.3156287991863102,-0.21478710807454907
2004-08-20,-0.32083852227651233,-0.3254854326382567,-0.31860374631982247,-0.3227672225258509,-0.21884384566320153
2004-08-23,-0.3271317884816728,-0.3279732655802746,-0.31860374631982247,-0.32121539136508115,-0.21402115062774055
2004-08-24,-0.3255584719303827,-0.3254854326382567,-0.3170299345477104,-0.3193531939721575,-0.2181346258050455
2004-08-25,-0.3249291453098666,-0.3276622864625224,-0.31860374631982247,-0.32121539136508115,-0.21677292367738593
2004-08-26,-0.3242998186893506,-0.3254854326382567,-0.3157708851300208,-0.31811172904354174,-0.21935448396107388
2004-08-27,-0.3255584719303827,-0.3254854326382567,-0.3170299345477104,-0.3188876446239266,-0.21768072509582564
2004-08-31,-0.32083852227651233,-0.3239305370494955,-0.3135675486490639,-0.31718063034707994,-0.2171700867979533
2004-09-01,-0.32083852227651233,-0.3248634744027522,-0.32143660750962416,-0.3255605186152364,-0.21569490949298878
2004-09-02,-0.3287051050329629,-0.3307720776400448,-0.32080708280077935,-0.322146490061543,-0.21481547686887528
2004-09-03,-0.32524380862012464,-0.3292171820512836,-0.3192332710286673,-0.322146490061543,-0.21975164708164124
2004-09-06,-0.3265024618611567,-0.3270403282270179,-0.3179742216109776,-0.3187324615078496,-0.2175672499185207
2004-09-07,-0.32304116544831846,-0.3223756414607343,-0.3145118357123311,-0.3140769680255405,-0.20939703715256325
2004-09-08,-0.31643323593289996,-0.32019878763646853,-0.3097904003959949,-0.3119044044004629,-0.21234739176249232
2004-09-09,-0.316118572622642,-0.3186438920477073,-0.30758706391503804,-0.31066293947184714,-0.2146168953085916
2004-09-10,-0.3151745826918679,-0.3155341008701849,-0.3091608756871501,-0.30740409403423075,-0.2150991648121377
2004-09-13,-0.30825198986619134,-0.3077596229263788,-0.29971800505447777,-0.301041586275075,-0.19053178892561287
2004-09-14,-0.3047906934533531,-0.3077596229263788,-0.30758706391503804,-0.3094214745432314,-0.2119785974362512
2004-09-15,-0.31360126614057776,-0.3133572470459192,-0.30758706391503804,-0.31035257323969323,-0.21036157615965545
2004-09-16,-0.31360126614057776,-0.3146011635169282,-0.30506896507965875,-0.3081800096146156,-0.21719845559227954
2004-09-17,-0.31202794958928765,-0.3161560591056894,-0.3116789745225294,-0.3140769680255405,-0.21277292367738593
2004-09-20,-0.3180065524841901,-0.3214427041074775,-0.3145118357123311,-0.31283550309692476,-0.2088863988546909
2004-09-21,-0.316118572622642,-0.31055843498614905,-0.30758706391503804,-0.30228305120369076,-0.21317008679795332
2004-09-22,-0.30384670352257903,-0.3055827691021131,-0.2971999062190985,-0.29948975511430526,-0.20017717899653487
2004-09-23,-0.30321737690206296,-0.3068266855731221,-0.29908848034563296,-0.29917938888215134,-0.21648923573412351
2004-09-24,-0.3051053567636111,-0.30807060204413106,-0.29814419328236574,-0.300731220042921,-0.21368072509582564
2004-09-27,-0.3019587236610309,-0.30278395704234295,-0.29342275796602957,-0.29592054344453494,-0.2141346258050455
2004-09-28,-0.29755343731741857,-0.30216199880683847,-0.29657038151025367,-0.301041586275075,-0.21734029956391077
2004-09-29,-0.30416136683283707,-0.3062047273376176,-0.3000327674089002,-0.29917938888215134,-0.21379420027313062
2004-09-30,-0.3019587236610309,-0.30060710321807727,-0.29342275796602957,-0.29638609279276584,-0.21402115062774055
2004-10-01,-0.29881209055845065,-0.30122906145358175,-0.29908848034563296,-0.30228305120369076,-0.2128863988546909
2004-10-04,-0.3051053567636111,-0.3046498317488564,-0.29657038151025367,-0.29638609279276584,-0.21529774637242138
2004-10-05,-0.2997560804892247,-0.30060710321807727,-0.2918489461939175,-0.29638609279276584,-0.21555306552135756
2004-10-06,-0.2984974272481926,-0.2974973120405548,-0.28996037206738307,-0.28893730322107125,-0.21759561871284694
2004-10-07,-0.2881135380096778,-0.287545980272483,-0.2824060755612452,-0.28583364089953184,-0.20820554779086112
2004-10-08,-0.28622555814812967,-0.2884789176257398,-0.28303560027009,-0.2808677811850688,-0.215014058429159
2004-10-11,-0.2824495984250334,-0.287545980272483,-0.2798879767258659,-0.2836610772744542,-0.21646086693979727
2004-10-12,-0.2887428646301939,-0.29252164615651893,-0.2839798873333572,-0.2839714435066082,-0.21209207261355614
2004-10-13,-0.29126017111225805,-0.29625339556954583,-0.29814419328236574,-0.2998001213464592,-0.20423391658518736
2004-10-14,-0.3051053567636111,-0.3099364767506445,-0.32962042872460684,-0.32121539136508115,-0.1248863988546909
2004-10-15,-0.3271317884816728,-0.3223756414607343,-0.31860374631982247,-0.31345623556123264,-0.20204951942206678
2004-10-18,-0.3176918891739321,-0.3214427041074775,-0.316715172193288,-0.31966356020431147,-0.21541122154972636
2004-10-19,-0.3255584719303827,-0.32610739087376117,-0.32175136986404657,-0.32121539136508115,-0.21402115062774055
2004-10-20,-0.3271317884816728,-0.32983914028678807,-0.3201775580919345,-0.3230775887580048,-0.21475873928022282
2004-10-21,-0.3255584719303827,-0.3254854326382567,-0.3173446969021328,-0.31919801085608057,-0.21456015771993914
2004-10-22,-0.32304116544831846,-0.3248634744027522,-0.3160856474844432,-0.3159391654184642,-0.21796441303908806
2004-10-25,-0.3192652057252222,-0.323308578813991,-0.3148265980667535,-0.3190428277400036,-0.2150991648121377
2004-10-26,-0.32241183882780244,-0.3248634744027522,-0.31828898396540006,-0.31702544723100295,-0.21538285275540012
2004-10-27,-0.32146784889702834,-0.320820745871973,-0.3132527862946415,-0.3125251368647708,-0.21436157615965543
2004-10-28,-0.3176918891739321,-0.3223756414607343,-0.3164004098388656,-0.3193531939721575,-0.21251760452844976
2004-10-29,-0.32241183882780244,-0.31957682940096405,-0.3138823110034863,-0.31066293947184714,-0.2175672499185207
2004-11-01,-0.3151745826918679,-0.3183329129299551,-0.3091608756871501,-0.3125251368647708,-0.2154395903440526
2004-11-02,-0.31454525607135186,-0.3177109546944506,-0.30695753920619323,-0.3109733057040011,-0.21685803006036466
2004-11-03,-0.3139159294508358,-0.3167780173411939,-0.30727230156061563,-0.3081800096146156,-0.2170849804149746
2004-11-04,-0.3101399697277395,-0.30713766469087433,-0.30192134153543465,-0.29917938888215134,-0.21214881020220863
2004-11-05,-0.30258805028154695,-0.3037168943955997,-0.29814419328236574,-0.295454994096304,-0.21263107970575473
2004-11-08,-0.29755343731741857,-0.29656437468729807,-0.2890160850041158,-0.28986840191753305,-0.19799278183341432
2004-11-09,-0.2947214675250963,-0.299052207629316,-0.29027513442180547,-0.2911098668461488,-0.20922682438660578
2004-11-10,-0.29503613083535435,-0.299052207629316,-0.2905898967762279,-0.2942135291676882,-0.2124041293511448
2004-11-11,-0.29723877400716053,-0.299052207629316,-0.2893308473585382,-0.2917305993104567,-0.21436157615965543
2004-11-12,-0.2944068042148383,-0.29500947909853686,-0.2864979861687365,-0.2873854720603015,-0.21427646977667672
2004-11-15,-0.29063084449174204,-0.2943875208630324,-0.2839798873333572,-0.28785102140853247,-0.21648923573412351
2004-11-16,-0.29723877400716053,-0.2943875208630324,-0.2887013226496934,-0.2911098668461488,-0.20979420027313062
2004-11-17,-0.29283348766354816,-0.2928326252742712,-0.2846094120422021,-0.28552327466737787,-0.2155246967270313
2004-11-18,-0.2859108948378717,-0.28319227262395164,-0.2773698778904866,-0.2805574149529148,-0.19203533502490366
2004-11-19,-0.2852815682173556,-0.28972283409674876,-0.2820913132068228,-0.2864543733638397,-0.20885803006036466
2004-11-22,-0.290316181181484,-0.2943875208630324,-0.2861832238143141,-0.28676473959599363,-0.20968072509582564
2004-11-23,-0.290316181181484,-0.2922106670387667,-0.2839798873333572,-0.2836610772744542,-0.21614881020220864
2004-11-24,-0.2865402214583877,-0.2894118549789965,-0.27862892730817623,-0.2827299785779924,-0.21458852651426535
2004-11-25,-0.2843375782865815,-0.2894118549789965,-0.28177655085240033,-0.28614400713168575,-0.2167445548830597
2004-11-26,-0.290316181181484,-0.2953204582162891,-0.2880717979408486,-0.2873854720603015,-0.21217717899653488
2004-11-29,-0.2915748344225161,-0.29252164615651893,-0.28303560027009,-0.28521290843522396,-0.216545973322776
2004-11-30,-0.2877988746994198,-0.2928326252742712,-0.2836651249789348,-0.2880062045246094,-0.21112753360646394
2004-12-01,-0.29094550780200007,-0.2906557714500055,-0.2824060755612452,-0.2833507110423003,-0.21115590240079019
2004-12-02,-0.28465224159683955,-0.28972283409674876,-0.28712751087758137,-0.29157541619437977,-0.21317008679795332
