date,Tin_Open,Tin_High,Tin_Low,Tin_Close,Tin_Volumn
2004-02-11,-0.3782520287623839,-0.37714952614079705,-0.37464114981839064,-0.3765600589399726,-0.09146091912059462
2004-02-12,-0.376787363804493,-0.3746306344531396,-0.37279749200128154,-0.37201625668624666,-0.0901191284399408
2004-02-13,-0.3745903663676567,-0.3713920594261515,-0.3713225657475942,-0.3694717274241601,-0.08889931873025551
2004-02-16,-0.37349186764923853,-0.3721117427654822,-0.3687414448036414,-0.37019873578475626,-0.0829222511527976
2004-02-18,-0.3672670415782023,-0.3674338010598327,-0.3709538341841724,-0.37310676922714087,-0.09072903329478343
2004-02-19,-0.37532269884660213,-0.3728314261048129,-0.3713225657475942,-0.3707439920552034,-0.08682564222379052
2004-02-20,-0.3731257014097658,-0.37103221775648615,-0.3687414448036414,-0.3683812148832659,-0.09316865271415402
2004-02-23,-0.37349186764923853,-0.367793642729498,-0.3687414448036414,-0.36510967726058324,-0.06901642046238529
2004-02-24,-0.36836554029662044,-0.367793642729498,-0.3635792029157358,-0.36510967726058324,-0.09463242436577636
2004-02-25,-0.3658023766203114,-0.3645550677025099,-0.36136681353520483,-0.3627469000886458,-0.08767950902057021
2004-02-26,-0.3672670415782023,-0.367793642729498,-0.36394793447915763,-0.3649279251704342,-0.0863377183399164
2004-02-27,-0.3670839584584659,-0.3631157010238485,-0.363210471352314,-0.3600206187364102,-0.09402251951093372
2004-03-01,-0.3625068804650569,-0.3591574426575297,-0.3576794979009865,-0.3592936103758141,-0.08267828921086054
2004-03-02,-0.36287304670452963,-0.3613164926755218,-0.3584169610278302,-0.35856660201521795,-0.08963120455606668
2004-03-03,-0.3625068804650569,-0.3631157010238485,-0.363210471352314,-0.36183813963790057,-0.08450800377538846
2004-03-04,-0.3643377116624205,-0.36275585935418314,-0.36062935040836114,-0.3614746354576025,-0.08597177542701082
2004-03-05,-0.3658023766203114,-0.36563459271150595,-0.363210471352314,-0.3627469000886458,-0.08158046047214378
2004-03-08,-0.3643377116624205,-0.3640153051980119,-0.3598918872815175,-0.3609293791871554,-0.09194884300446873
2004-03-09,-0.3634222960637387,-0.36203617601485244,-0.3595231557180957,-0.3592936103758141,-0.08243432726892347
2004-03-10,-0.36104221550716603,-0.3591574426575297,-0.35620457164729924,-0.3563855769334295,-0.08963120455606668
2004-03-11,-0.35921138430980243,-0.35555902596087624,-0.35528274273874466,-0.35275053513044874,-0.09170488106253168
2004-03-12,-0.3551835556756025,-0.3530401342732188,-0.35030486663254995,-0.3509330142289584,-0.09353459562705961
2004-03-15,-0.3529865582387662,-0.3530401342732188,-0.348092477252019,-0.3500242537782132,-0.09109497620768903
2004-03-16,-0.3511557270414026,-0.34512361754058113,-0.3462488194349098,-0.34438993898359305,-0.08828941387541286
2004-03-17,-0.3405369060966937,-0.3366673383034455,-0.33629306722252045,-0.3371198553776316,-0.08243432726892347
2004-03-18,-0.3350444125046029,-0.33180947576296327,-0.33002463064434934,-0.329304515501223,-0.09341261465609108
2004-03-19,-0.3284534201940939,-0.32641185071798307,-0.3244936571930219,-0.32603297787854035,-0.08743554707863316
2004-03-22,-0.3271718383559394,-0.32533232570898707,-0.32301873093933464,-0.3258512257883913,-0.08731356610766464
2004-03-23,-0.32955191891251207,-0.32533232570898707,-0.33002463064434934,-0.32548772160809325,-0.08328819406570317
2004-03-24,-0.32405942532042126,-0.3125579464358672,-0.32006887843195997,-0.3089482814045309,-0.07804301231405643
2004-03-25,-0.31490526933360324,-0.31633628396735336,-0.32006887843195997,-0.3178541338218337,-0.08060461270439555
2004-03-26,-0.32039776292569405,-0.31633628396735336,-0.3189626837416945,-0.31858114218242983,-0.08816743290444433
2004-03-29,-0.31673610053096685,-0.3120181839313692,-0.31158805247325794,-0.3124015711173626,-0.09353459562705961
2004-03-30,-0.3141729368546578,-0.30805992556505035,-0.30900693152930514,-0.30985704185527607,-0.08487394668829405
2004-03-31,-0.30941277574151244,-0.30823984639988306,-0.30421342120482137,-0.304586231240954,-0.08963120455606668
2004-04-01,-0.30392028214942163,-0.2915072087604444,-0.2996042766620485,-0.2876832868570936,-0.07035821114303911
2004-04-02,-0.283781138978422,-0.28574974204579884,-0.2931514743021665,-0.28731978267679553,-0.0901191284399408
2004-04-05,-0.2874428013731492,-0.28844855456828894,-0.2959169610278302,-0.29731614763499253,-0.08048263173342701
2004-04-06,-0.3002586197546944,-0.28934815874245234,-0.29499513211927564,-0.2855022617753052,-0.08365413697860877
2004-04-07,-0.2911044637678764,-0.29042768375144834,-0.29499513211927564,-0.29822490808573776,-0.08377611794957729
2004-04-08,-0.2947661261626036,-0.29654499213575924,-0.31343171029036704,-0.3127650752976607,-0.06120963832039945
2004-04-13,-0.31490526933360324,-0.3073402422257197,-0.3097443946561488,-0.3054949916916992,-0.08804545193347581
2004-04-14,-0.30941277574151244,-0.28934815874245234,-0.30421342120482137,-0.29368110583201185,-0.08341017503667171
2004-04-15,-0.29293529496524,-0.29474578378743255,-0.30421342120482137,-0.3054949916916992,-0.08731356610766464
2004-04-16,-0.30941277574151244,-0.3073402422257197,-0.3079007368390396,-0.304586231240954,-0.08828941387541286
2004-04-19,-0.30575111334678523,-0.3010430130065761,-0.30052610557060305,-0.3009511894379733,-0.09060705232381491
2004-04-20,-0.30392028214942163,-0.29744459630992265,-0.2986824477534939,-0.3000424289872281,-0.08828941387541286
2004-04-21,-0.302089450952058,-0.30284222135490285,-0.31158805247325794,-0.3127650752976607,-0.07584735483662292
2004-04-22,-0.31856693172833045,-0.30554103387739295,-0.31343171029036704,-0.3029504624296127,-0.08511790863023111
2004-04-23,-0.30392028214942163,-0.298344200484086,-0.2986824477534939,-0.29913366853648293,-0.07987272687858436
2004-04-26,-0.2993432041560126,-0.29474578378743255,-0.29425766899243194,-0.294589866282757,-0.09170488106253168
2004-04-27,-0.3002586197546944,-0.29924380465824935,-0.2950320052756178,-0.2954986267335022,-0.08914328067219257
2004-04-28,-0.2980616223178581,-0.29924380465824935,-0.30421342120482137,-0.30476798333110305,-0.08353215600764023
2004-04-29,-0.30575111334678523,-0.3064406380515563,-0.3032915922962668,-0.30367747079020885,-0.0930466717431855
2004-04-30,-0.3002586197546944,-0.30194261718073945,-0.3023697633877122,-0.29913366853648293,-0.08841139484638139
2004-05-04,-0.30575111334678523,-0.29816427964925335,-0.30052610557060305,-0.29731614763499253,-0.08560583251410522
2004-05-05,-0.2993432041560126,-0.298344200484086,-0.29499513211927564,-0.2954986267335022,-0.09121695717865756
2004-05-06,-0.2947661261626036,-0.28988792124695034,-0.28946415866794817,-0.29186358493052145,-0.07718914551727674
2004-05-07,-0.29513229240207633,-0.2929465754391058,-0.29499513211927564,-0.29640738718424736,-0.08341017503667171
2004-05-10,-0.3002586197546944,-0.30194261718073945,-0.30421342120482137,-0.3027687103394637,-0.082556308239892
2004-05-11,-0.2986108716770672,-0.2969048338054246,-0.29333584008387736,-0.294589866282757,-0.08950922358509815
2004-05-12,-0.2956815417612854,-0.2943859421177672,-0.29167654804847915,-0.2949533704630551,-0.08926526164316109
2004-05-13,-0.2984277885573308,-0.30014340883241275,-0.29499513211927564,-0.29640738718424736,-0.09219280494640579
2004-05-14,-0.2965969573599672,-0.29654499213575924,-0.2913078164850573,-0.29422636210245895,-0.08987516649800374
2004-05-17,-0.2965969573599672,-0.29744459630992265,-0.29407330321072106,-0.29640738718424736,-0.0897531855270352
2004-05-18,-0.2965969573599672,-0.29654499213575924,-0.2931514743021665,-0.29313584956156474,-0.08767950902057021
2004-05-19,-0.2938507105639218,-0.2956453879615959,-0.2913078164850573,-0.29186358493052145,-0.0909729952367205
2004-05-20,-0.2911044637678764,-0.2848501378716355,-0.2857768430337299,-0.28641102222605036,-0.07048019211400765
2004-05-21,-0.2874428013731492,-0.28035211700081863,-0.2820895273995116,-0.2836847408738148,-0.08219036532698641
2004-05-24,-0.283781138978422,-0.2821513253491454,-0.27840221176529334,-0.2793226907102379,-0.09219280494640579
2004-05-25,-0.2801194765836948,-0.27495449195583843,-0.274714896131075,-0.2715073508338294,-0.08414206086248288
2004-05-26,-0.2764578141889676,-0.2686572627366949,-0.2710275804968567,-0.2691445736618919,-0.08060461270439555
2004-05-27,-0.2673036582021496,-0.2659584502142047,-0.2654966070455293,-0.2691445736618919,-0.08219036532698641
2004-05-28,-0.270049904998195,-0.27225567943334833,-0.28393318521662075,-0.2855022617753052,-0.08743554707863316
2004-06-01,-0.2874428013731492,-0.271356075259185,-0.2820895273995116,-0.2736883759156178,-0.08060461270439555
2004-06-02,-0.274626982991604,-0.2731552836075117,-0.2756367250396296,-0.2782321781693437,-0.08889931873025551
2004-06-03,-0.274626982991604,-0.2767537003041652,-0.274714896131075,-0.27641465726785336,-0.09121695717865756
2004-06-04,-0.2801194765836948,-0.2821513253491454,-0.28024586958240244,-0.28186721997232445,-0.08243432726892347
2004-06-07,-0.2810348921823766,-0.2767537003041652,-0.2756367250396296,-0.2736883759156178,-0.08706960416572758
2004-06-08,-0.2764578141889676,-0.27495449195583843,-0.2710275804968567,-0.2727796154648726,-0.08865535678831844
2004-06-09,-0.2737115673929222,-0.2758540961300018,-0.27840221176529334,-0.27732341771859853,-0.0871915851366961
2004-06-10,-0.283781138978422,-0.2848501378716355,-0.2931514743021665,-0.28641102222605036,-0.07426160221403204
2004-06-11,-0.2911044637678764,-0.29204697126494245,-0.30052610557060305,-0.3018599498887185,-0.08060461270439555
2004-06-14,-0.30392028214942163,-0.3010430130065761,-0.30421342120482137,-0.29731614763499253,-0.07255386862047264
2004-06-15,-0.2993432041560126,-0.29924380465824935,-0.29683878993638474,-0.2954986267335022,-0.08280027018182906
2004-06-16,-0.3011740353533762,-0.30194261718073945,-0.30052610557060305,-0.3009511894379733,-0.09280270980124843
2004-06-17,-0.3002586197546944,-0.298344200484086,-0.2986824477534939,-0.294589866282757,-0.08597177542701082
2004-06-18,-0.29293529496524,-0.28844855456828894,-0.287620500850839,-0.28913730357828593,-0.08133649853020672
2004-06-21,-0.2874428013731492,-0.2875489503941256,-0.2986824477534939,-0.3009511894379733,-0.08499592765926259
2004-06-22,-0.30392028214942163,-0.3037418255290662,-0.304950884331665,-0.3054949916916992,-0.055110589771973
2004-06-23,-0.30575111334678523,-0.3030221421897355,-0.3016323002608685,-0.3018599498887185,-0.08499592765926259
2004-06-24,-0.302089450952058,-0.30158277551107415,-0.29794498462665026,-0.3011329415281223,-0.09048507135284638
2004-06-25,-0.3002586197546944,-0.30194261718073945,-0.2986824477534939,-0.3011329415281223,-0.0901191284399408
2004-06-28,-0.302089450952058,-0.30014340883241275,-0.29683878993638474,-0.29731614763499253,-0.09255874785931137
2004-06-29,-0.2984277885573308,-0.29744459630992265,-0.2986824477534939,-0.3018599498887185,-0.0842640418334514
2004-06-30,-0.302089450952058,-0.2976245171447553,-0.29683878993638474,-0.29422636210245895,-0.08938724261412963
2004-07-01,-0.2947661261626036,-0.29654499213575924,-0.2913078164850573,-0.2927723453812666,-0.09146091912059462
2004-07-02,-0.2984277885573308,-0.29474578378743255,-0.29407330321072106,-0.2909548244797763,-0.08950922358509815
2004-07-05,-0.2911044637678764,-0.29114736709077904,-0.287620500850839,-0.29022781611918014,-0.09243676688834285
2004-07-06,-0.2892736325705128,-0.29114736709077904,-0.2866986719422845,-0.2900460640290311,-0.08597177542701082
2004-07-07,-0.2938507105639218,-0.2927666546042731,-0.28946415866794817,-0.2909548244797763,-0.08950922358509815
2004-07-08,-0.2911044637678764,-0.29114736709077904,-0.30310722651455585,-0.3062220000522954,-0.0652350103623609
2004-07-09,-0.30575111334678523,-0.2902477629166157,-0.30052610557060305,-0.2909548244797763,-0.08963120455606668
2004-07-12,-0.2920198793665582,-0.29114736709077904,-0.287620500850839,-0.2909548244797763,-0.08377611794957729
2004-07-13,-0.2911044637678764,-0.2929465754391058,-0.2885423297593936,-0.2900460640290311,-0.08572781348507376
2004-07-14,-0.29293529496524,-0.2929465754391058,-0.28946415866794817,-0.289500807758584,-0.09280270980124843
2004-07-15,-0.2911044637678764,-0.29114736709077904,-0.287620500850839,-0.2882285431275407,-0.08706960416572758
2004-07-16,-0.2892736325705128,-0.29042768375144834,-0.29499513211927564,-0.2900460640290311,-0.08048263173342701
2004-07-19,-0.2901890481691946,-0.29114736709077904,-0.2922296453936119,-0.294589866282757,-0.08121451755923818
2004-07-20,-0.2947661261626036,-0.2936662587784365,-0.28946415866794817,-0.2900460640290311,-0.08706960416572758
2004-07-21,-0.2901890481691946,-0.28844855456828894,-0.2931514743021665,-0.29368110583201185,-0.07950678396567878
2004-07-22,-0.2965969573599672,-0.2956453879615959,-0.2931514743021665,-0.29186358493052145,-0.08206838435601789
2004-07-23,-0.2956815417612854,-0.29744459630992265,-0.3038446896413995,-0.29640738718424736,-0.05730624724940652
2004-07-26,-0.302089450952058,-0.29744459630992265,-0.29683878993638474,-0.2949533704630551,-0.08670366125282199
2004-07-27,-0.2984277885573308,-0.2929465754391058,-0.2931514743021665,-0.2922270891108195,-0.08341017503667171
2004-07-28,-0.2947661261626036,-0.29474578378743255,-0.2913078164850573,-0.2940446100123099,-0.09329063368512255
2004-07-29,-0.2947661261626036,-0.29384617961326914,-0.28946415866794817,-0.2909548244797763,-0.09255874785931137
2004-07-30,-0.2911044637678764,-0.2929465754391058,-0.28909542710452635,-0.29186358493052145,-0.08365413697860877
2004-08-02,-0.2938507105639218,-0.29114736709077904,-0.29204527961190097,-0.29368110583201185,-0.08145847950117524
2004-08-03,-0.2947661261626036,-0.29654499213575924,-0.2938889374290101,-0.2960438830039493,-0.08938724261412963
2004-08-04,-0.297512372958649,-0.29924380465824935,-0.2959169610278302,-0.2954986267335022,-0.08011668882052142
2004-08-05,-0.30483569774810343,-0.30014340883241275,-0.2996042766620485,-0.29822490808573776,-0.08621573736894787
2004-08-06,-0.3013571184731126,-0.29654499213575924,-0.29683878993638474,-0.2927723453812666,-0.09085101426575197
2004-08-09,-0.2956815417612854,-0.29654499213575924,-0.2931514743021665,-0.294589866282757,-0.08841139484638139
2004-08-10,-0.297512372958649,-0.29654499213575924,-0.29407330321072106,-0.2940446100123099,-0.084629984746357
2004-08-11,-0.29513229240207633,-0.29654499213575924,-0.2905703533582137,-0.2934993537418628,-0.08963120455606668
2004-08-12,-0.2965969573599672,-0.29654499213575924,-0.2913078164850573,-0.2927723453812666,-0.09109497620768903
2004-08-13,-0.2956815417612854,-0.29474578378743255,-0.29038598757650275,-0.2909548244797763,-0.08926526164316109
2004-08-16,-0.29293529496524,-0.2821513253491454,-0.287620500850839,-0.2791409386200889,-0.05755020919134358
2004-08-17,-0.2801194765836948,-0.28089187950531663,-0.2820895273995116,-0.28459350132456,-0.0817024414431123
2004-08-18,-0.2874428013731492,-0.28574974204579884,-0.28393318521662075,-0.2827759804230696,-0.0741396212430635
2004-08-19,-0.2856119701757856,-0.28305092952330874,-0.281167698490957,-0.28459350132456,-0.07340773541725233
2004-08-20,-0.2856119701757856,-0.2821513253491454,-0.281167698490957,-0.28004969907083405,-0.08097055561730113
2004-08-23,-0.2846965545771038,-0.28664934621996224,-0.28393318521662075,-0.28731978267679553,-0.08609375639797934
2004-08-24,-0.2856119701757856,-0.2875489503941256,-0.2843019167800426,-0.28641102222605036,-0.08487394668829405
2004-08-25,-0.2874428013731492,-0.28934815874245234,-0.2850393799068862,-0.28786503894724264,-0.08902129970122404
2004-08-26,-0.2892736325705128,-0.29114736709077904,-0.2931514743021665,-0.2940446100123099,-0.06608887715914061
2004-08-27,-0.2984277885573308,-0.29384617961326914,-0.2931514743021665,-0.2909548244797763,-0.08145847950117524
2004-08-31,-0.29293529496524,-0.29114736709077904,-0.2885423297593936,-0.2882285431275407,-0.08609375639797934
2004-09-01,-0.2892736325705128,-0.28305092952330874,-0.28393318521662075,-0.28004969907083405,-0.0909729952367205
2004-09-02,-0.2819503077810584,-0.2828710086884761,-0.2857768430337299,-0.28913730357828593,-0.08121451755923818
2004-09-03,-0.2901890481691946,-0.29204697126494245,-0.2885423297593936,-0.29186358493052145,-0.0947544053367449
2004-09-06,-0.2965969573599672,-0.29744459630992265,-0.30052610557060305,-0.29822490808573776,-0.06425916259461267
2004-09-07,-0.302089450952058,-0.29474578378743255,-0.29683878993638474,-0.2909548244797763,-0.08743554707863316
2004-09-08,-0.29293529496524,-0.29474578378743255,-0.2922296453936119,-0.2954986267335022,-0.08963120455606668
2004-09-09,-0.2956815417612854,-0.2929465754391058,-0.29038598757650275,-0.28913730357828593,-0.09365657659802813
2004-09-10,-0.2911044637678764,-0.2902477629166157,-0.28614557459715173,-0.28641102222605036,-0.08280027018182906
2004-09-13,-0.288358216971831,-0.28574974204579884,-0.2857768430337299,-0.28459350132456,-0.0799947078495529
2004-09-14,-0.2846965545771038,-0.28503005870646814,-0.28393318521662075,-0.28641102222605036,-0.08963120455606668
2004-09-15,-0.2874428013731492,-0.2848501378716355,-0.2866986719422845,-0.2900460640290311,-0.07950678396567878
2004-09-16,-0.288358216971831,-0.2875489503941256,-0.2837488194349098,-0.2871380305866465,-0.09048507135284638
2004-09-17,-0.2892736325705128,-0.28664934621996224,-0.28485501412517533,-0.28350298878366575,-0.08499592765926259
2004-09-20,-0.2856119701757856,-0.2875489503941256,-0.28393318521662075,-0.28459350132456,-0.08828941387541286
2004-09-21,-0.2874428013731492,-0.28934815874245234,-0.2857768430337299,-0.28731978267679553,-0.08999714746897226
2004-09-22,-0.2878089676126219,-0.28844855456828894,-0.28393318521662075,-0.2855022617753052,-0.07901886008180467
2004-09-23,-0.2865273857744674,-0.28844855456828894,-0.2830113563080662,-0.28641102222605036,-0.09036309038187786
2004-09-24,-0.2874428013731492,-0.28934815874245234,-0.28485501412517533,-0.28641102222605036,-0.09036309038187786
2004-09-27,-0.2874428013731492,-0.28844855456828894,-0.2830113563080662,-0.28641102222605036,-0.09024110941090932
2004-09-28,-0.2874428013731492,-0.28934815874245234,-0.28393318521662075,-0.28641102222605036,-0.09292469077221696
2004-09-29,-0.2892736325705128,-0.28934815874245234,-0.2859612088154408,-0.28641102222605036,-0.09353459562705961
2004-09-30,-0.288358216971831,-0.2839505336974721,-0.2857768430337299,-0.28041320325113217,-0.08584979445604228
2004-10-01,-0.283781138978422,-0.28035211700081863,-0.2820895273995116,-0.28004969907083405,-0.059867847639745626
2004-10-04,-0.2819503077810584,-0.28305092952330874,-0.2820895273995116,-0.2836847408738148,-0.0871915851366961
2004-10-05,-0.2856119701757856,-0.28574974204579884,-0.28024586958240244,-0.2836847408738148,-0.09353459562705961
2004-10-06,-0.2841473052178947,-0.2839505336974721,-0.2820895273995116,-0.2836847408738148,-0.08389809892054582
2004-10-07,-0.283781138978422,-0.2821513253491454,-0.27932404067384786,-0.2809584595215793,-0.07731112648824526
2004-10-08,-0.283781138978422,-0.2821513253491454,-0.27840221176529334,-0.27841393025949274,-0.07840895522696202
2004-10-11,-0.2782886453863312,-0.28035211700081863,-0.2765585539481842,-0.2767781614481514,-0.08511790863023111
2004-10-12,-0.2801194765836948,-0.2821513253491454,-0.2765585539481842,-0.2791409386200889,-0.09024110941090932
2004-10-13,-0.283781138978422,-0.28574974204579884,-0.2986824477534939,-0.3000424289872281,-0.007659992065215253
2004-10-14,-0.3002586197546944,-0.29060760458628104,-0.29683878993638474,-0.2882285431275407,-0.07230990667853558
2004-10-15,-0.29293529496524,-0.28574974204579884,-0.287620500850839,-0.2900460640290311,-0.0817024414431123
2004-10-18,-0.2892736325705128,-0.29114736709077904,-0.2885423297593936,-0.29186358493052145,-0.08889931873025551
2004-10-19,-0.2965969573599672,-0.2929465754391058,-0.2913078164850573,-0.29186358493052145,-0.08511790863023111
2004-10-20,-0.29293529496524,-0.2875489503941256,-0.28946415866794817,-0.2882285431275407,-0.09085101426575197
2004-10-21,-0.2892736325705128,-0.29114736709077904,-0.29038598757650275,-0.29368110583201185,-0.09231478591737431
2004-10-22,-0.2938507105639218,-0.29384617961326914,-0.28946415866794817,-0.2909548244797763,-0.09170488106253168
2004-10-25,-0.2920198793665582,-0.2929465754391058,-0.287620500850839,-0.2900460640290311,-0.09426648145287078
2004-10-26,-0.29293529496524,-0.28934815874245234,-0.2883579639776827,-0.2855022617753052,-0.08804545193347581
2004-10-27,-0.2874428013731492,-0.28718910872446024,-0.2820895273995116,-0.2836847408738148,-0.08694762319475904
2004-10-28,-0.283781138978422,-0.28574974204579884,-0.2857768430337299,-0.284411749234411,-0.08377611794957729
2004-10-29,-0.2874428013731492,-0.28844855456828894,-0.28393318521662075,-0.2855022617753052,-0.09121695717865756
2004-11-01,-0.28671046889420376,-0.28503005870646814,-0.2820895273995116,-0.2811402116117283,-0.08487394668829405
2004-11-02,-0.283781138978422,-0.28574974204579884,-0.281167698490957,-0.28459350132456,-0.08877733775928698
2004-11-03,-0.2856119701757856,-0.2875489503941256,-0.28135206427266796,-0.2842299971442619,-0.09219280494640579
2004-11-04,-0.2865273857744674,-0.28646942538512954,-0.2830113563080662,-0.28641102222605036,-0.09207082397543725
2004-11-05,-0.2874428013731492,-0.2839505336974721,-0.2820895273995116,-0.28004969907083405,-0.08621573736894787
2004-11-08,-0.2828657233797402,-0.2839505336974721,-0.2795084064555588,-0.2827759804230696,-0.08938724261412963
2004-11-09,-0.2856119701757856,-0.28646942538512954,-0.28135206427266796,-0.2836847408738148,-0.09036309038187786
2004-11-10,-0.2856119701757856,-0.28664934621996224,-0.281167698490957,-0.2827759804230696,-0.09280270980124843
2004-11-12,-0.283781138978422,-0.28251116701881074,-0.281167698490957,-0.28186721997232445,-0.09341261465609108
2004-11-15,-0.283781138978422,-0.28449029620197014,-0.27840221176529334,-0.2809584595215793,-0.09463242436577636
2004-11-16,-0.283781138978422,-0.28574974204579884,-0.2820895273995116,-0.2855022617753052,-0.0930466717431855
2004-11-17,-0.2874428013731492,-0.28664934621996224,-0.2820895273995116,-0.28459350132456,-0.08926526164316109
2004-11-18,-0.2819503077810584,-0.2839505336974721,-0.28024586958240244,-0.28186721997232445,-0.0897531855270352
2004-11-19,-0.2846965545771038,-0.2846702170368028,-0.28024586958240244,-0.2836847408738148,-0.09060705232381491
2004-11-22,-0.28725971825341284,-0.2875489503941256,-0.2820895273995116,-0.284411749234411,-0.08645969931088493
2004-11-23,-0.2865273857744674,-0.2875489503941256,-0.2857768430337299,-0.28877379939798786,-0.08987516649800374
2004-11-24,-0.2892736325705128,-0.2875489503941256,-0.28946415866794817,-0.29240884120096855,-0.07792103134308791
2004-11-25,-0.2911044637678764,-0.2902477629166157,-0.2857768430337299,-0.28913730357828593,-0.08682564222379052
2004-11-26,-0.2947661261626036,-0.29384617961326914,-0.28946415866794817,-0.2922270891108195,-0.08487394668829405
2004-11-29,-0.2947661261626036,-0.29114736709077904,-0.28946415866794817,-0.29240884120096855,-0.09060705232381491
2004-11-30,-0.29293529496524,-0.29384617961326914,-0.2918609138301901,-0.2951351225532041,-0.08706960416572758
2004-12-01,-0.2965969573599672,-0.29474578378743255,-0.2913078164850573,-0.2927723453812666,-0.08536187057216817
2004-12-02,-0.2947661261626036,-0.29474578378743255,-0.29038598757650275,-0.29368110583201185,-0.08597177542701082
2004-12-03,-0.2965969573599672,-0.29384617961326914,-0.2913078164850573,-0.2920453370206705,-0.09231478591737431
