date,Aluminium_Open,Aluminium_High,Aluminium_Low,Aluminium_Close,Aluminium_Volumn
2004-06-30,-0.18295524945526453,-0.17587429065044413,-0.17687442083792823,-0.16920498834005876,-0.2382621539676551
2004-07-01,-0.16916893729376775,-0.17538818122721297,-0.17085636667544077,-0.17166925645242936,-0.24214362533281888
2004-07-02,-0.1750773567915521,-0.17587429065044413,-0.17286238472960325,-0.1721621100749035,-0.25381499409056835
2004-07-05,-0.16867656900228573,-0.1719854152645948,-0.16182928543170957,-0.16452287892655457,-0.2545248001966978
2004-07-06,-0.1647376226704295,-0.16809653987874543,-0.16634282605357517,-0.170190695585007,-0.2449019857705626
2004-07-07,-0.16719946412783962,-0.1622632267999714,-0.16057552414785803,-0.15786935502315386,-0.2299960575418433
2004-07-08,-0.156367361715235,-0.1588604608373532,-0.15230069967443777,-0.15195511155346436,-0.21282593768344513
2004-07-09,-0.1514436788004147,-0.15545769487473501,-0.14828866356611278,-0.154419379665835,-0.2512363314012119
2004-07-12,-0.1543978885493069,-0.15788824199089088,-0.15280220418797838,-0.1603336231355245,-0.24887330600992
2004-07-13,-0.15882920317264515,-0.16274933622320256,-0.1648383125129533,-0.16772642747263636,-0.2432577513728196
2004-07-14,-0.16769183241932167,-0.17247152468782595,-0.16182928543170957,-0.16526215936026575,-0.24792090794346777
2004-07-15,-0.16719946412783962,-0.17441596238075063,-0.16784733959419704,-0.16624786660521398,-0.24162250186249598
2004-07-16,-0.16769183241932167,-0.1637215550696649,-0.1598232673775471,-0.15786935502315386,-0.24852289540056494
2004-07-19,-0.15587499342375297,-0.16274933622320256,-0.15656348803953304,-0.162305037625421,-0.25157775712314756
2004-07-20,-0.16276814950450139,-0.16663821160905193,-0.16533981702649392,-0.170190695585007,-0.2441921796644331
2004-07-21,-0.1721231470426599,-0.17879094718983116,-0.17737592535146884,-0.18103347527943775,-0.23394042311894261
2004-07-22,-0.17950867141489035,-0.18413815084537402,-0.17536990729730637,-0.17955491441201538,-0.24733689026120934
2004-07-23,-0.1824628811637825,-0.19045757334737923,-0.19392557429830937,-0.197790498443558,-0.2087467987950554
2004-07-26,-0.20018813965713556,-0.19969365238877143,-0.19392557429830937,-0.1972976448210839,-0.2441292854524976
2004-07-27,-0.19723392990824337,-0.20236725421654286,-0.19643309686601249,-0.2012404738008769,-0.24580945939991802
2004-07-28,-0.19969577136565353,-0.19288812046353507,-0.1929225652712281,-0.18842627961654962,-0.2457914896250793
2004-07-29,-0.18344761774674656,-0.19142979219384154,-0.18916128141967345,-0.18891913323902376,-0.24420116455185248
2004-07-30,-0.19034077382749498,-0.18389509613375843,-0.1828924750004157,-0.182019182524386,-0.24837015231443582
2004-08-02,-0.18393998603822861,-0.1889992450776857,-0.1808864569462532,-0.18251203614686012,-0.25104764876540525
2004-08-03,-0.18393998603822861,-0.18511036969183636,-0.1788804388920907,-0.18103347527943775,-0.24729196582411253
2004-08-04,-0.1824628811637825,-0.18802702623122336,-0.1828924750004157,-0.18694771874912725,-0.25120937673895377
2004-08-05,-0.18197051287230048,-0.18802702623122336,-0.18038495243271258,-0.18596201150417901,-0.24894518510927488
2004-08-06,-0.18689419578712077,-0.19045757334737923,-0.18188946597333444,-0.1874405723716014,-0.24606103624766013
2004-08-09,-0.18492472262119267,-0.19288812046353507,-0.1924210607576875,-0.1972976448210839,-0.23308685881410338
2004-08-10,-0.19427972015935122,-0.19434644873322857,-0.18891052916290316,-0.18842627961654962,-0.24636652241991838
2004-08-11,-0.190833142118977,-0.19288812046353507,-0.18640300659520004,-0.1874405723716014,-0.24783105906927416
2004-08-12,-0.1876327482243438,-0.18024927545952465,-0.18013420017594226,-0.17265496369737762,-0.2364561915963636
2004-08-13,-0.17606209337451614,-0.1734437435342883,-0.16834884410773765,-0.16624786660521398,-0.24783105906927416
2004-08-16,-0.16769183241932167,-0.16906875872520777,-0.1603247718910877,-0.16575501298273987,-0.24511762306862725
2004-08-17,-0.16769183241932167,-0.16712432103228309,-0.1648383125129533,-0.1721621100749035,-0.24183813916056063
2004-08-18,-0.17113841045969586,-0.17733261892013763,-0.16734583508065642,-0.1741335245648,-0.24622276422120862
2004-08-19,-0.1750773567915521,-0.16955486814843893,-0.16910110087804858,-0.16378359849284338,-0.24576453496282122
2004-08-20,-0.16116795255718477,-0.16761043045551427,-0.1600740196343174,-0.1635371716816063,-0.24596220248604717
2004-08-23,-0.16522999096191152,-0.1717423605529792,-0.1693518531348189,-0.17561208543222237,-0.24754354267185463
2004-08-24,-0.1750773567915521,-0.17757567363175322,-0.16809809185096736,-0.1746263781872741,-0.24315891761120664
2004-08-25,-0.1750773567915521,-0.18219371315244934,-0.17737592535146884,-0.1839905970142825,-0.23664487423217018
2004-08-26,-0.18098577628933643,-0.18462426026860518,-0.17536990729730637,-0.17955491441201538,-0.24795684749314523
2004-08-27,-0.17901630312340833,-0.181221494305987,-0.17486840278376575,-0.17955491441201538,-0.24584539894959548
2004-08-31,-0.1770468299574802,-0.18365204142214284,-0.17737592535146884,-0.18152632890191187,-0.24463243914798177
2004-09-01,-0.18147814458081846,-0.18656869796152986,-0.17737592535146884,-0.18029419484572656,-0.24890924555959745
2004-09-02,-0.17950867141489035,-0.18656869796152986,-0.1808864569462532,-0.18694771874912725,-0.25642959632960227
2004-09-03,-0.19231024699342308,-0.19969365238877143,-0.19994362846079683,-0.20222618104582513,-0.24105645395507624
2004-09-06,-0.19871103478268945,-0.2035825277746208,-0.1969346013795531,-0.19926905931098038,-0.24719313206249957
2004-09-07,-0.19871103478268945,-0.19653394113776884,-0.19392557429830937,-0.1918762549738685,-0.24890026067217808
2004-09-08,-0.18984840553601295,-0.19629088642615325,-0.19091654721706564,-0.19434052308623914,-0.24951123301669462
2004-09-09,-0.19329498357638714,-0.19920754296554027,-0.19543008783893123,-0.193847669463765,-0.24386872371733612
2004-09-10,-0.19378735186786916,-0.18462426026860518,-0.18840902464936252,-0.1775834999221189,-0.24500081953217556
2004-09-13,-0.17950867141489035,-0.18608258853829868,-0.17737592535146884,-0.1800477680344895,-0.24703140408895108
2004-09-14,-0.18098577628933643,-0.1829228772872961,-0.17536990729730637,-0.17955491441201538,-0.24863969893701662
2004-09-15,-0.17901630312340833,-0.17830483776659997,-0.17135787118898138,-0.17610493905469649,-0.24048142116023716
2004-09-16,-0.1750773567915521,-0.17830483776659997,-0.16784733959419704,-0.17364067094232588,-0.24607002113507948
2004-09-17,-0.173107883625624,-0.17587429065044413,-0.1688503486212783,-0.17511923180974825,-0.24619580955895054
2004-09-20,-0.17409262020858804,-0.16177711737674022,-0.1693518531348189,-0.15392652604336088,-0.23097541027055363
2004-09-21,-0.15341315196634284,-0.13455498967579474,-0.14527963648486905,-0.12977669854212873,-0.16482866908922061
2004-09-22,-0.12485579106038518,-0.1321244425596389,-0.12421644691616293,-0.12583386956233572,-0.22653687588538945
2004-09-23,-0.1287947373922414,-0.1318813878480233,-0.12421644691616293,-0.12386245507243923,-0.23161333727732822
2004-09-24,-0.12830236910075937,-0.1335827708293324,-0.12973299656510978,-0.13322667389944762,-0.23845982149088102
2004-09-27,-0.13076421055816953,-0.13018000486671422,-0.12321343788908169,-0.12484816231738748,-0.248549850062823
2004-09-28,-0.12485579106038518,-0.13163833313640771,-0.12672396948386605,-0.1351980883893441,-0.2527368076002451
2004-09-29,-0.1342107885985437,-0.13455498967579474,-0.12697472174063634,-0.12780528405223224,-0.2429882047502388
2004-09-30,-0.12485579106038518,-0.11511061274654798,-0.11920140178075671,-0.10833756596450429,-0.23732772567604157
2004-10-01,-0.10663816427555012,-0.11097868264908303,-0.11744613598336454,-0.12090533333759448,-0.22845065690571328
2004-10-04,-0.12042447643704692,-0.12070087111370642,-0.1186998972672161,-0.11844106522522385,-0.24317688738604537
2004-10-05,-0.11697789839667272,-0.11802726928593499,-0.11017432053702551,-0.11449823624543085,-0.25064332883153406
2004-10-06,-0.1130389520648165,-0.10538842428192459,-0.10616228442870054,-0.10119118843862947,-0.2463844921947571
2004-10-07,-0.09580606186294549,-0.10149954889607522,-0.09863971672559121,-0.10661257828584485,-0.2482982732150809
2004-10-08,-0.1012221130692478,-0.10004122062638172,-0.09312316707664438,-0.09158054280038402,-0.2449918346447562
2004-10-11,-0.09482132527998144,-0.09906900177991938,-0.10215024832037557,-0.10316260292852597,-0.24307805362443238
2004-10-12,-0.11205421548185243,-0.120943925825322,-0.11819839275367547,-0.11597679711285322,-0.2358631890266858
2004-10-13,-0.11993210814556489,-0.12872167659702072,-0.17988344791917196,-0.17068354920748113,-0.08300329936110332
2004-10-14,-0.17261551533414193,-0.16469377391612725,-0.17988344791917196,-0.15786935502315386,-0.21066057981537922
2004-10-15,-0.15341315196634284,-0.14865216294949865,-0.15230069967443777,-0.14899798981861961,-0.23852271570281655
2004-10-18,-0.14799710076004052,-0.15497158545150386,-0.15480822224214086,-0.1603336231355245,-0.24956514234121077
2004-10-19,-0.16276814950450139,-0.15205492891211683,-0.15731574480984398,-0.14801228257367136,-0.24525239637991766
2004-10-20,-0.15390552025782486,-0.15788824199089088,-0.15731574480984398,-0.15737650140067974,-0.24308703851185176
2004-10-21,-0.1578444665896811,-0.16153406266512463,-0.15230069967443777,-0.15540508691078325,-0.24323978159798088
2004-10-22,-0.156367361715235,-0.16274933622320256,-0.15480822224214086,-0.15540508691078325,-0.24674388769153152
2004-10-25,-0.1494742056344866,-0.15691602314442854,-0.15480822224214086,-0.1608264767579986,-0.23993334302765618
2004-10-26,-0.16079867633857325,-0.16323544564643372,-0.15731574480984398,-0.15589794053325737,-0.2401130407760434
2004-10-27,-0.156367361715235,-0.14986743650757658,-0.15129769064735651,-0.14554801446130075,-0.24865766871185535
2004-10-28,-0.14848946905152255,-0.15448547602827267,-0.1578172493233846,-0.14801228257367136,-0.2310472893699085
2004-10-29,-0.14996657392596863,-0.13018000486671422,-0.14227060940362532,-0.12238389420501686,-0.23849576104055847
2004-11-01,-0.12534815935186722,-0.12531891063440254,-0.12020441080783796,-0.12780528405223224,-0.24233230796862545
2004-11-02,-0.12534815935186722,-0.1321244425596389,-0.12872998753802853,-0.13421238114439585,-0.24927762594379124
2004-11-03,-0.13174894714113358,-0.13261055198287006,-0.1257209604567848,-0.12977669854212873,-0.24941239925508163
2004-11-04,-0.1268252642263133,-0.1258050200576337,-0.11819839275367547,-0.12484816231738748,-0.2425928697037869
2004-11-05,-0.12337868618593908,-0.12045781640209083,-0.12872998753802853,-0.11794821160274972,-0.2503378426592758
2004-11-08,-0.11697789839667272,-0.12458974649955577,-0.12221042886200044,-0.1292838449196546,-0.2506702834937921
2004-11-09,-0.13322605201557966,-0.1384438650616441,-0.13675405975467847,-0.13026955216460287,-0.23977161505410768
2004-11-10,-0.13125657884965156,-0.13795775563841292,-0.12973299656510978,-0.1351980883893441,-0.24851391051314559
2004-11-11,-0.1371649983474359,-0.13892997448487526,-0.13600180298436754,-0.1371695028792406,-0.2500593111492756
2004-11-12,-0.13273368372409763,-0.1306661142899454,-0.1262224649703254,-0.12410888188367629,-0.24500980441959494
2004-11-15,-0.12091684472852894,-0.12969389544348306,-0.12672396948386605,-0.1312552594095511,-0.24811857546669372
2004-11-16,-0.13814973493039995,-0.13649942736871942,-0.13224051913281287,-0.13371952752192173,-0.24226042886927057
2004-11-17,-0.12977947397520545,-0.12872167659702072,-0.12321343788908169,-0.1253410159398616,-0.24478518223411092
2004-11-18,-0.12042447643704692,-0.12629112948086488,-0.11719538372659423,-0.1233696014499651,-0.24981671918895287
2004-11-19,-0.12584052764334924,-0.13455498967579474,-0.12973299656510978,-0.13470523476687,-0.2340841813176524
2004-11-22,-0.1371649983474359,-0.14573550641011163,-0.14227060940362532,-0.14160518548150774,-0.22146939938087007
2004-11-23,-0.1445505227196663,-0.1418466310242623,-0.14076609586300345,-0.13741592969047767,-0.24518051728056278
2004-11-24,-0.1342107885985437,-0.120943925825322,-0.1257209604567848,-0.11646965073532735,-0.23607882632475047
2004-11-25,-0.11353132035629852,-0.1160828315930103,-0.10616228442870054,-0.10735185871955603,-0.2427545976773354
2004-11-26,-0.10762290085851417,-0.11268006563039212,-0.11368485213180987,-0.10414831017347422,-0.2382621539676551
2004-11-29,-0.10614579598406809,-0.11073562793746744,-0.1006457347797537,-0.10759828553079309,-0.2521887294676641
2004-11-30,-0.10565342769258607,-0.11122173736069861,-0.10616228442870054,-0.11104826088811197,-0.23972669061701088
2004-12-01,-0.10959237402444229,-0.11365228447685446,-0.10616228442870054,-0.11499108986790497,-0.23874733788830058
